id,platform,gene,value
125,platform3,gene6,-0.602236289
125,platform4,gene6,0.5786026
125,platform5,gene6,0.124398606
125,platform6,gene6,0.362650091
126,platform1,gene1,0.205401538
126,platform2,gene1,0.777727574
126,platform3,gene1,-0.007731831
126,platform4,gene1,0.968502349
126,platform5,gene1,0.490184917
126,platform6,gene1,-0.00953732
126,platform1,gene2,-0.112809988
126,platform2,gene2,-1.276671211
126,platform3,gene2,-0.648600599
126,platform4,gene2,-0.263307563
126,platform5,gene2,0.935634309
126,platform6,gene2,0.791319019
126,platform1,gene3,-0.806275013
126,platform2,gene3,-0.476322723
126,platform3,gene3,1.737139399
126,platform4,gene3,-1.412517095
126,platform5,gene3,0.179352063
126,platform6,gene3,0.27765596
126,platform1,gene4,-0.501703223
126,platform2,gene4,-1.372490459
126,platform3,gene4,-0.393517451
126,platform4,gene4,2.688524331
126,platform5,gene4,-0.109766778
126,platform6,gene4,-0.223120966
126,platform1,gene5,0.179366928
126,platform2,gene5,-1.16881594
126,platform3,gene5,0.751196527
126,platform4,gene5,0.719396103
126,platform5,gene5,-0.348145175
126,platform6,gene5,0.059333846
126,platform1,gene6,-0.505038478
126,platform2,gene6,0.689891731
126,platform3,gene6,-1.658778773
126,platform4,gene6,-0.222250998
126,platform5,gene6,0.623421655
126,platform6,gene6,1.687336438
127,platform1,gene1,-0.908501502
127,platform2,gene1,-1.118622096
127,platform3,gene1,-0.10821101
127,platform4,gene1,-0.057519236
127,platform5,gene1,0.758042252
127,platform6,gene1,-0.114388107
127,platform1,gene2,-0.574018283
127,platform2,gene2,1.889939245
127,platform3,gene2,-0.32915304
127,platform4,gene2,0.880877843
127,platform5,gene2,0.744416338
127,platform6,gene2,-0.439742708
127,platform1,gene3,1.662436358
127,platform2,gene3,-1.155798647
127,platform3,gene3,-0.937738739
127,platform4,gene3,1.167121799
127,platform5,gene3,-1.557458239
127,platform6,gene3,0.637357199
127,platform1,gene4,0.197449515
127,platform2,gene4,0.739473321
127,platform3,gene4,0.781435892
127,platform4,gene4,-0.665550919
127,platform5,gene4,-0.684422309
127,platform6,gene4,0.814295614
127,platform1,gene5,0.888384026
127,platform2,gene5,-1.113671733
127,platform3,gene5,-1.231891694
127,platform4,gene5,-1.074659821
127,platform5,gene5,-0.01477906
127,platform6,gene5,-0.021060364
127,platform1,gene6,2.327591884
127,platform2,gene6,0.537578618
127,platform3,gene6,-0.150933763
127,platform4,gene6,-0.527940199
127,platform5,gene6,-0.535056474
127,platform6,gene6,-0.619871253
128,platform1,gene1,-1.094147155
128,platform2,gene1,0.174764411
128,platform3,gene1,-3.189186106
128,platform4,gene1,-1.169444242
128,platform5,gene1,0.9915635
128,platform6,gene1,0.149196928
128,platform1,gene2,0.55463107
128,platform2,gene2,-0.589690702
128,platform3,gene2,1.409564553
128,platform4,gene2,-0.297443677
128,platform5,gene2,0.587354813
128,platform6,gene2,0.013673277
128,platform1,gene3,0.479094517
128,platform2,gene3,-0.441453853
128,platform3,gene3,1.244007805
128,platform4,gene3,-0.517633734
128,platform5,gene3,2.859936634
128,platform6,gene3,-0.161728735
128,platform1,gene4,0.126126494
128,platform2,gene4,-0.620143603
128,platform3,gene4,0.733028625
128,platform4,gene4,0.18887948
128,platform5,gene4,0.635331325
128,platform6,gene4,0.713170709
128,platform1,gene5,-0.768887741
128,platform2,gene5,0.825866377
128,platform3,gene5,-1.189887378
128,platform4,gene5,0.153363028
128,platform5,gene5,0.912622167
128,platform6,gene5,-1.591464425
128,platform1,gene6,-0.441399609
128,platform2,gene6,-0.402960953
128,platform3,gene6,-2.062302718
128,platform4,gene6,-0.202564876
128,platform5,gene6,1.40758869
128,platform6,gene6,-1.407394069
129,platform1,gene1,-1.099451704
129,platform2,gene1,-0.393075493
129,platform3,gene1,-0.059463044
129,platform4,gene1,0.104925407
129,platform5,gene1,0.188995218
129,platform6,gene1,-0.278202452
129,platform1,gene2,2.359196917
129,platform2,gene2,-0.447634539
129,platform3,gene2,-1.3353567
129,platform4,gene2,-1.564781486
129,platform5,gene2,-0.199479557
129,platform6,gene2,-0.539683717
129,platform1,gene3,1.04956872
129,platform2,gene3,-0.187191432
129,platform3,gene3,0.07920206
129,platform4,gene3,-1.617652999
129,platform5,gene3,-0.239937983
129,platform6,gene3,-0.271886924
129,platform1,gene4,-1.403036509
129,platform2,gene4,-0.91295165
129,platform3,gene4,-0.873191555
129,platform4,gene4,0.827193178
129,platform5,gene4,0.558026883
129,platform6,gene4,0.69442495
129,platform1,gene5,1.405821531
129,platform2,gene5,-0.321394591
129,platform3,gene5,1.18305691
129,platform4,gene5,-0.265734674
129,platform5,gene5,1.156179868
129,platform6,gene5,-1.253046024
129,platform1,gene6,-0.604202961
129,platform2,gene6,0.913415961
129,platform3,gene6,1.657456348
129,platform4,gene6,-0.038877584
129,platform5,gene6,-0.331291452
129,platform6,gene6,0.626066841
130,platform1,gene1,-0.120643585
130,platform2,gene1,0.013625698
130,platform3,gene1,0.252213484
130,platform4,gene1,1.08950614
130,platform5,gene1,-1.0655659
130,platform6,gene1,-0.441254809
130,platform1,gene2,0.600319646
130,platform2,gene2,-2.1437579
130,platform3,gene2,1.295443154
130,platform4,gene2,-0.648599701
130,platform5,gene2,-1.044362473
130,platform6,gene2,0.167576337
130,platform1,gene3,2.233777414
130,platform2,gene3,-0.672281933
130,platform3,gene3,-1.494616319
130,platform4,gene3,-0.133160098
130,platform5,gene3,1.170233784
130,platform6,gene3,-0.277110288
130,platform1,gene4,0.599735645
130,platform2,gene4,1.156609065
130,platform3,gene4,-1.71383684
130,platform4,gene4,0.600073975
130,platform5,gene4,-0.517072254
130,platform6,gene4,-0.059592461
130,platform1,gene5,2.245010213
130,platform2,gene5,0.252268329
130,platform3,gene5,0.8107789
130,platform4,gene5,-0.989657753
130,platform5,gene5,0.430177725
130,platform6,gene5,-0.123568108
130,platform1,gene6,-0.231929338
130,platform2,gene6,0.557947657
130,platform3,gene6,-1.50429537
130,platform4,gene6,1.390527769
130,platform5,gene6,2.282636006
130,platform6,gene6,-0.441200581
131,platform1,gene1,0.518804574
131,platform2,gene1,2.053861152
131,platform3,gene1,-0.882059097
131,platform4,gene1,0.047126479
131,platform5,gene1,2.308634636
131,platform6,gene1,-0.925260469
131,platform1,gene2,0.955478822
131,platform2,gene2,0.47350101
131,platform3,gene2,-0.363129457
131,platform4,gene2,0.361853678
131,platform5,gene2,-0.332192092
131,platform6,gene2,0.760384659
131,platform1,gene3,-0.509569485
131,platform2,gene3,-1.757152321
131,platform3,gene3,0.813197718
131,platform4,gene3,1.132327321
131,platform5,gene3,0.111538963
131,platform6,gene3,-0.830126639
131,platform1,gene4,-0.482590013
131,platform2,gene4,-1.317184313
131,platform3,gene4,-1.387376015
131,platform4,gene4,1.132393453
131,platform5,gene4,-2.058514527
131,platform6,gene4,0.558693499
131,platform1,gene5,-0.384175028
131,platform2,gene5,-1.325655555
131,platform3,gene5,-0.23250751
131,platform4,gene5,-0.189051299
131,platform5,gene5,1.202301677
131,platform6,gene5,2.398833233
131,platform1,gene6,1.822908992
131,platform2,gene6,1.626991464
131,platform3,gene6,1.615886359
131,platform4,gene6,0.928735397
131,platform5,gene6,-0.454516417
131,platform6,gene6,0.171172925
132,platform1,gene1,-1.530595259
132,platform2,gene1,-0.777832676
132,platform3,gene1,-0.873034515
132,platform4,gene1,-1.090171302
132,platform5,gene1,1.412655892
132,platform6,gene1,0.500047963
132,platform1,gene2,0.264507055
132,platform2,gene2,-0.011326628
132,platform3,gene2,0.985935292
132,platform4,gene2,0.884637769
132,platform5,gene2,-0.904861864
132,platform6,gene2,-2.003824351
132,platform1,gene3,-1.178474437
132,platform2,gene3,-0.494871119
132,platform3,gene3,-0.003242932
132,platform4,gene3,1.503405827
132,platform5,gene3,0.634769335
132,platform6,gene3,0.685444669
132,platform1,gene4,0.8104783
132,platform2,gene4,-0.130425767
132,platform3,gene4,-1.074083167
132,platform4,gene4,-0.897543255
132,platform5,gene4,-1.357230632
132,platform6,gene4,-1.292697806
132,platform1,gene5,-1.517207306
132,platform2,gene5,0.859176031
132,platform3,gene5,-1.214617534
132,platform4,gene5,0.619055381
132,platform5,gene5,2.345379931
132,platform6,gene5,-0.198027912
132,platform1,gene6,-0.184007671
132,platform2,gene6,0.838737528
132,platform3,gene6,-0.014507546
132,platform4,gene6,-0.763833232
132,platform5,gene6,-1.419538342
132,platform6,gene6,0.093311869
133,platform1,gene1,-0.427150503
133,platform2,gene1,0.392367468
133,platform3,gene1,0.282013838
133,platform4,gene1,1.298028396
133,platform5,gene1,0.600218839
133,platform6,gene1,1.136411292
133,platform1,gene2,0.069674413
133,platform2,gene2,0.815918701
133,platform3,gene2,-0.247314784
133,platform4,gene2,-0.153636907
133,platform5,gene2,0.074680942
133,platform6,gene2,-1.110263617
133,platform1,gene3,-1.205584485
133,platform2,gene3,-0.290661225
133,platform3,gene3,-1.401645543
133,platform4,gene3,0.095682589
133,platform5,gene3,0.798316598
133,platform6,gene3,-0.882446126
133,platform1,gene4,0.051989059
133,platform2,gene4,-1.540982294
133,platform3,gene4,0.934875726
133,platform4,gene4,-0.357174502
133,platform5,gene4,1.530518612
133,platform6,gene4,0.041809436
133,platform1,gene5,1.859859748
133,platform2,gene5,0.334886687
133,platform3,gene5,-0.189664874
133,platform4,gene5,1.012064995
133,platform5,gene5,0.529949314
133,platform6,gene5,-0.555519973
133,platform1,gene6,0.702250024
133,platform2,gene6,0.630873708
133,platform3,gene6,0.372917674
133,platform4,gene6,-0.356463581
133,platform5,gene6,-0.050226601
133,platform6,gene6,0.878862809
134,platform1,gene1,1.124687485
134,platform2,gene1,0.297891244
134,platform3,gene1,-0.806874856
134,platform4,gene1,0.753812888
134,platform5,gene1,0.149893353
134,platform6,gene1,1.137371632
134,platform1,gene2,-1.60142605
134,platform2,gene2,-0.744160154
134,platform3,gene2,0.532656441
134,platform4,gene2,-1.352934983
134,platform5,gene2,2.74869117
134,platform6,gene2,-0.851797058
134,platform1,gene3,0.447210711
134,platform2,gene3,-1.727974255
134,platform3,gene3,2.205051445
134,platform4,gene3,0.725815431
134,platform5,gene3,-0.513907099
134,platform6,gene3,0.261131715
134,platform1,gene4,-0.710477164
134,platform2,gene4,-1.719448514
134,platform3,gene4,-1.089458803
134,platform4,gene4,-0.911419288
134,platform5,gene4,1.141344896
134,platform6,gene4,0.466208788
134,platform1,gene5,-0.370388308
134,platform2,gene5,-0.256257861
134,platform3,gene5,1.072265465
134,platform4,gene5,-1.004203254
134,platform5,gene5,0.599403303
134,platform6,gene5,-0.934365412
134,platform1,gene6,0.716653796
134,platform2,gene6,1.256940263
134,platform3,gene6,-0.437376197
134,platform4,gene6,0.456829688
134,platform5,gene6,-2.20555689
134,platform6,gene6,0.323845334
135,platform1,gene1,0.314399516
135,platform2,gene1,0.425633379
135,platform3,gene1,1.216334134
135,platform4,gene1,-0.953562424
135,platform5,gene1,1.399375607
135,platform6,gene1,-0.960676912
135,platform1,gene2,-1.63496456
135,platform2,gene2,2.205912271
135,platform3,gene2,0.816438256
135,platform4,gene2,0.763474905
135,platform5,gene2,0.631216957
135,platform6,gene2,-0.208711655
135,platform1,gene3,1.008677811
135,platform2,gene3,1.435967704
135,platform3,gene3,-1.561689052
135,platform4,gene3,-1.143026361
135,platform5,gene3,-0.722596593
135,platform6,gene3,0.525831634
135,platform1,gene4,-2.344143589
135,platform2,gene4,-0.157429481
135,platform3,gene4,-1.450850808
135,platform4,gene4,-0.3451917
135,platform5,gene4,-1.606990473
135,platform6,gene4,1.170452053
135,platform1,gene5,-0.276035102
135,platform2,gene5,-0.194705862
135,platform3,gene5,1.492095194
135,platform4,gene5,-0.864814897
135,platform5,gene5,-1.546560605
135,platform6,gene5,-0.619364751
135,platform1,gene6,-0.652721922
135,platform2,gene6,0.350356614
135,platform3,gene6,-0.315781873
135,platform4,gene6,-1.411193125
135,platform5,gene6,-0.183980051
135,platform6,gene6,0.596546582
136,platform1,gene1,-1.343420097
136,platform2,gene1,1.000975154
136,platform3,gene1,0.707530082
136,platform4,gene1,1.50048062
136,platform5,gene1,-0.32785892
136,platform6,gene1,0.422608451
136,platform1,gene2,-0.873192572
136,platform2,gene2,-0.256604253
136,platform3,gene2,-1.053872075
136,platform4,gene2,1.075479442
136,platform5,gene2,-1.448259984
136,platform6,gene2,0.614687716
136,platform1,gene3,-0.683645666
136,platform2,gene3,-1.047940903
136,platform3,gene3,1.460917672
136,platform4,gene3,0.10695823
136,platform5,gene3,0.33331037
136,platform6,gene3,0.19450927
136,platform1,gene4,0.652578815
136,platform2,gene4,1.47491838
136,platform3,gene4,0.062026386
136,platform4,gene4,1.220911195
136,platform5,gene4,-2.347382489
136,platform6,gene4,0.630115626
136,platform1,gene5,0.422848198
136,platform2,gene5,0.180887565
136,platform3,gene5,0.127099437
136,platform4,gene5,-0.457625391
136,platform5,gene5,-0.623076068
136,platform6,gene5,1.095647547
136,platform1,gene6,-0.186656775
136,platform2,gene6,1.18148081
136,platform3,gene6,-0.386938795
136,platform4,gene6,-1.013481184
136,platform5,gene6,1.446562136
136,platform6,gene6,-0.098490126
137,platform1,gene1,1.217280733
137,platform2,gene1,-1.23200348
137,platform3,gene1,0.357918034
137,platform4,gene1,-0.315700054
137,platform5,gene1,1.954052056
137,platform6,gene1,1.307689994
137,platform1,gene2,0.560284844
137,platform2,gene2,-0.506910723
137,platform3,gene2,0.98350079
137,platform4,gene2,0.721696857
137,platform5,gene2,-1.446746058
137,platform6,gene2,1.187971203
137,platform1,gene3,0.857005905
137,platform2,gene3,-0.187570257
137,platform3,gene3,2.311981459
137,platform4,gene3,0.952848474
137,platform5,gene3,-0.513929842
137,platform6,gene3,0.931140804
137,platform1,gene4,0.409298429
137,platform2,gene4,-0.174945594
137,platform3,gene4,-3.262149334
137,platform4,gene4,-0.431592782
137,platform5,gene4,0.024289691
137,platform6,gene4,0.723395006
137,platform1,gene5,0.35263195
137,platform2,gene5,0.226745774
137,platform3,gene5,1.513210518
137,platform4,gene5,-0.052891374
137,platform5,gene5,-1.055680975
137,platform6,gene5,-0.503527348
137,platform1,gene6,-0.184268914
137,platform2,gene6,-0.574685025
137,platform3,gene6,-1.864617047
137,platform4,gene6,0.595457863
137,platform5,gene6,0.791531748
137,platform6,gene6,-0.736157416
138,platform1,gene1,0.436223802
138,platform2,gene1,-0.315671973
138,platform3,gene1,-0.295386765
138,platform4,gene1,0.604118741
138,platform5,gene1,0.418114905
138,platform6,gene1,-0.583640669
138,platform1,gene2,-0.731893832
138,platform2,gene2,0.543313021
138,platform3,gene2,-0.999070002
138,platform4,gene2,-0.704287225
138,platform5,gene2,1.38311196
138,platform6,gene2,0.160304203
138,platform1,gene3,-0.443788859
138,platform2,gene3,-1.177891362
138,platform3,gene3,0.717310412
138,platform4,gene3,-0.553795212
138,platform5,gene3,0.096881581
138,platform6,gene3,1.190124283
138,platform1,gene4,-0.219515588
138,platform2,gene4,1.031149255
138,platform3,gene4,-1.146095044
138,platform4,gene4,-1.762907299
138,platform5,gene4,0.32724997
138,platform6,gene4,1.190378385
138,platform1,gene5,-0.526348401
138,platform2,gene5,-0.255133994
138,platform3,gene5,0.926109901
138,platform4,gene5,-0.454611041
138,platform5,gene5,-1.120221518
138,platform6,gene5,-0.825764855
138,platform1,gene6,-0.172993634
138,platform2,gene6,-1.548816511
138,platform3,gene6,0.808753044
138,platform4,gene6,0.573994104
138,platform5,gene6,0.842630664
138,platform6,gene6,1.545539174
139,platform1,gene1,0.987465825
139,platform2,gene1,1.447998893
139,platform3,gene1,-0.350253493
139,platform4,gene1,1.160468171
139,platform5,gene1,-1.350113227
139,platform6,gene1,0.613491242
139,platform1,gene2,1.657940059
139,platform2,gene2,2.057419971
139,platform3,gene2,0.290955962
139,platform4,gene2,0.764511315
139,platform5,gene2,-1.078618996
139,platform6,gene2,-1.533760018
139,platform1,gene3,-0.012340856
139,platform2,gene3,0.292900803
139,platform3,gene3,-0.132451013
139,platform4,gene3,-0.802389842
139,platform5,gene3,-1.222215369
139,platform6,gene3,0.941244193
139,platform1,gene4,1.00597991
139,platform2,gene4,-0.15913794
139,platform3,gene4,1.681094692
139,platform4,gene4,0.015323009
139,platform5,gene4,0.977118794
139,platform6,gene4,-0.671403558
139,platform1,gene5,0.60576613
139,platform2,gene5,0.660152576
139,platform3,gene5,0.289679286
139,platform4,gene5,1.090951345
139,platform5,gene5,-0.133401966
139,platform6,gene5,-2.00607831
139,platform1,gene6,-0.336735245
139,platform2,gene6,0.759268641
139,platform3,gene6,-1.874104611
139,platform4,gene6,-1.715113804
139,platform5,gene6,0.022794423
139,platform6,gene6,0.12061884
140,platform1,gene1,1.219051127
140,platform2,gene1,-0.061464455
140,platform3,gene1,0.507967691
140,platform4,gene1,0.273283354
140,platform5,gene1,0.744498788
140,platform6,gene1,0.916152839
140,platform1,gene2,-1.333703014
140,platform2,gene2,-0.683495473
140,platform3,gene2,0.91867063
140,platform4,gene2,-2.166991807
140,platform5,gene2,-2.568864695
140,platform6,gene2,0.136214513
140,platform1,gene3,0.033536995
140,platform2,gene3,-0.347424126
140,platform3,gene3,0.848284367
140,platform4,gene3,1.192263315
140,platform5,gene3,0.993538815
140,platform6,gene3,-0.176608453
140,platform1,gene4,-0.027116802
140,platform2,gene4,0.304963374
140,platform3,gene4,-2.126208775
140,platform4,gene4,-1.004180886
140,platform5,gene4,0.796863123
140,platform6,gene4,0.247119563
140,platform1,gene5,-1.302674284
140,platform2,gene5,1.288978498
140,platform3,gene5,0.489780626
140,platform4,gene5,-0.602353454
140,platform5,gene5,0.011292029
140,platform6,gene5,0.066831736
140,platform1,gene6,-0.297869271
140,platform2,gene6,-0.182833232
140,platform3,gene6,-0.148290174
140,platform4,gene6,0.660093459
140,platform5,gene6,0.999654436
140,platform6,gene6,0.552109462
141,platform1,gene1,1.745884979
141,platform2,gene1,0.620484014
141,platform3,gene1,0.322623762
141,platform4,gene1,0.840445369
141,platform5,gene1,-0.135711564
141,platform6,gene1,0.732306088
141,platform1,gene2,2.005172078
141,platform2,gene2,-0.208088613
141,platform3,gene2,1.034467065
141,platform4,gene2,0.024837182
141,platform5,gene2,-0.747893379
141,platform6,gene2,1.133690295
141,platform1,gene3,0.459163784
141,platform2,gene3,-0.316810369
141,platform3,gene3,1.761591854
141,platform4,gene3,-1.856581858
141,platform5,gene3,-0.062855366
141,platform6,gene3,-0.208425108
141,platform1,gene4,-0.130834635
141,platform2,gene4,0.121222119
141,platform3,gene4,1.861736345
141,platform4,gene4,-2.075497046
141,platform5,gene4,1.037200745
141,platform6,gene4,-0.7603407
141,platform1,gene5,0.942171681
141,platform2,gene5,-0.447408819
141,platform3,gene5,0.861708158
141,platform4,gene5,-0.221924603
141,platform5,gene5,-0.610451748
141,platform6,gene5,-1.228227809
141,platform1,gene6,-0.997604372
141,platform2,gene6,-0.362884623
141,platform3,gene6,-0.04034927
141,platform4,gene6,0.514331649
141,platform5,gene6,-0.076250251
141,platform6,gene6,1.232420978
142,platform1,gene1,-1.239866665
142,platform2,gene1,0.554875336
142,platform3,gene1,0.916666822
142,platform4,gene1,0.510265149
142,platform5,gene1,-0.129037135
142,platform6,gene1,-0.505369888
142,platform1,gene2,-1.409610925
142,platform2,gene2,-1.543658703
142,platform3,gene2,0.698620225
142,platform4,gene2,-0.318126071
142,platform5,gene2,-1.514294728
142,platform6,gene2,0.515379386
142,platform1,gene3,0.789606797
142,platform2,gene3,-2.151003175
142,platform3,gene3,1.838218786
142,platform4,gene3,1.235085498
142,platform5,gene3,-1.266259632
142,platform6,gene3,-0.804221018
142,platform1,gene4,0.208349483
142,platform2,gene4,0.364411957
142,platform3,gene4,-1.190533213
142,platform4,gene4,-0.637104981
142,platform5,gene4,3.083739539
142,platform6,gene4,0.937498172
142,platform1,gene5,1.390537987
142,platform2,gene5,-0.793424834
142,platform3,gene5,-0.307632723
142,platform4,gene5,-1.351377842
142,platform5,gene5,0.362437282
142,platform6,gene5,-0.050248977
142,platform1,gene6,2.311819446
142,platform2,gene6,-0.318163331
142,platform3,gene6,0.010704375
142,platform4,gene6,-0.941185789
142,platform5,gene6,0.230341911
142,platform6,gene6,-0.783850951
143,platform1,gene1,-1.038449322
143,platform2,gene1,-0.104194749
143,platform3,gene1,-0.903302611
143,platform4,gene1,-0.86248918
143,platform5,gene1,0.509764085
143,platform6,gene1,1.088879967
143,platform1,gene2,0.868983502
143,platform2,gene2,-0.005173252
143,platform3,gene2,0.09104054
143,platform4,gene2,-0.757545673
143,platform5,gene2,0.295147004
143,platform6,gene2,0.998704584
143,platform1,gene3,-0.971891258
143,platform2,gene3,0.999246299
143,platform3,gene3,-0.649696782
143,platform4,gene3,0.430202611
143,platform5,gene3,-1.38844194
143,platform6,gene3,0.171146054
143,platform1,gene4,1.310701468
143,platform2,gene4,-0.078246487
143,platform3,gene4,-1.582763468
143,platform4,gene4,1.63136644
143,platform5,gene4,-0.821920819
143,platform6,gene4,-0.980503349
143,platform1,gene5,-0.615504417
143,platform2,gene5,-0.995564403
143,platform3,gene5,0.197233804
143,platform4,gene5,0.333169281
143,platform5,gene5,-0.361104384
143,platform6,gene5,0.822325056
143,platform1,gene6,0.445793583
143,platform2,gene6,-1.279140946
143,platform3,gene6,0.659617731
143,platform4,gene6,-1.298996425
143,platform5,gene6,-0.083779332
143,platform6,gene6,-0.273474477
144,platform1,gene1,-0.798863278
144,platform2,gene1,1.126198042
144,platform3,gene1,0.025803208
144,platform4,gene1,0.518567097
144,platform5,gene1,-0.045195277
144,platform6,gene1,-0.884305432
144,platform1,gene2,0.581194817
144,platform2,gene2,-0.796853423
144,platform3,gene2,0.849550949
144,platform4,gene2,2.417070611
144,platform5,gene2,0.34317031
144,platform6,gene2,0.67474749
144,platform1,gene3,0.437213652
144,platform2,gene3,1.250950034
144,platform3,gene3,-1.249182449
144,platform4,gene3,-0.956586823
144,platform5,gene3,0.073919834
144,platform6,gene3,-0.059734545
144,platform1,gene4,-1.150867706
144,platform2,gene4,-1.753797265
144,platform3,gene4,-0.471632492
144,platform4,gene4,1.645175378
144,platform5,gene4,2.24416363
144,platform6,gene4,0.835205346
144,platform1,gene5,-1.620327234
144,platform2,gene5,0.749614934
144,platform3,gene5,-0.540183616
144,platform4,gene5,0.128002504
144,platform5,gene5,0.677509853
144,platform6,gene5,1.659932783
144,platform1,gene6,0.134384603
144,platform2,gene6,-0.703421268
144,platform3,gene6,0.764942459
144,platform4,gene6,0.819763821
144,platform5,gene6,0.903843672
144,platform6,gene6,1.143791085
145,platform1,gene1,0.288753602
145,platform2,gene1,-0.943263843
145,platform3,gene1,0.133218261
145,platform4,gene1,-1.762136959
145,platform5,gene1,1.150804639
145,platform6,gene1,0.505667227
145,platform1,gene2,0.702695839
145,platform2,gene2,0.161088257
145,platform3,gene2,-2.391223989
145,platform4,gene2,-0.609686613
145,platform5,gene2,0.944323571
145,platform6,gene2,-0.27369436
145,platform1,gene3,0.837035826
145,platform2,gene3,-0.937623989
145,platform3,gene3,0.258120819
145,platform4,gene3,-0.548026712
145,platform5,gene3,-0.649155363
145,platform6,gene3,-0.185835544
145,platform1,gene4,1.714761218
145,platform2,gene4,0.17221516
145,platform3,gene4,0.222438461
145,platform4,gene4,1.59184109
145,platform5,gene4,-0.287694906
145,platform6,gene4,0.517725255
145,platform1,gene5,-0.723090852
145,platform2,gene5,0.848355575
145,platform3,gene5,-1.346981208
145,platform4,gene5,-0.055826066
145,platform5,gene5,1.127717979
145,platform6,gene5,1.338439523
145,platform1,gene6,-0.086471272
145,platform2,gene6,-2.389743637
145,platform3,gene6,1.645248874
145,platform4,gene6,-0.622541704
145,platform5,gene6,0.71817715
145,platform6,gene6,-1.696642842
146,platform1,gene1,-0.446153976
146,platform2,gene1,1.631060732
146,platform3,gene1,0.342936199
146,platform4,gene1,0.343554316
146,platform5,gene1,0.89798425
146,platform6,gene1,-1.364733633
146,platform1,gene2,0.031776873
146,platform2,gene2,0.474874629
146,platform3,gene2,1.132839578
146,platform4,gene2,-0.809398778
146,platform5,gene2,0.234239932
146,platform6,gene2,0.666254011
146,platform1,gene3,3.715720726
146,platform2,gene3,1.589867838
146,platform3,gene3,-2.370586634
146,platform4,gene3,0.017227413
146,platform5,gene3,0.191082074
146,platform6,gene3,0.818162218
146,platform1,gene4,-0.699228106
146,platform2,gene4,0.99645153
146,platform3,gene4,-0.692745354
146,platform4,gene4,-0.103483047
146,platform5,gene4,0.603866064
146,platform6,gene4,-0.608044983
146,platform1,gene5,0.084866121
146,platform2,gene5,1.577990199
146,platform3,gene5,-0.463653744
146,platform4,gene5,-1.158527006
146,platform5,gene5,0.723685641
146,platform6,gene5,-0.784540661
146,platform1,gene6,-0.268400026
146,platform2,gene6,0.507799266
146,platform3,gene6,0.461331004
146,platform4,gene6,1.179449586
146,platform5,gene6,-0.679396333
146,platform6,gene6,-0.31861157
147,platform1,gene1,-0.658019294
147,platform2,gene1,-0.16261598
147,platform3,gene1,1.98934912
147,platform4,gene1,-0.061051941
147,platform5,gene1,-0.027809984
147,platform6,gene1,0.511525893
147,platform1,gene2,-1.216753383
147,platform2,gene2,0.953601027
147,platform3,gene2,-0.058364045
147,platform4,gene2,-0.704946172
147,platform5,gene2,0.374315822
147,platform6,gene2,-0.183167317
147,platform1,gene3,-0.15161477
147,platform2,gene3,-0.114874639
147,platform3,gene3,1.547205214
147,platform4,gene3,-0.552909865
147,platform5,gene3,0.954259677
147,platform6,gene3,0.164420107
147,platform1,gene4,-0.277725411
147,platform2,gene4,-0.644419619
147,platform3,gene4,-0.36710601
147,platform4,gene4,-0.275913324
147,platform5,gene4,1.090621504
147,platform6,gene4,-0.781372921
147,platform1,gene5,1.643323734
147,platform2,gene5,-0.170785226
147,platform3,gene5,-0.65364191
147,platform4,gene5,-0.707909531
147,platform5,gene5,0.188105486
147,platform6,gene5,1.748034797
147,platform1,gene6,-0.224260839
147,platform2,gene6,-0.095715548
147,platform3,gene6,0.205072405
147,platform4,gene6,0.063411698
147,platform5,gene6,-0.741664431
147,platform6,gene6,0.988291199
148,platform1,gene1,-1.230524233
148,platform2,gene1,-0.980080362
148,platform3,gene1,-0.415431333
148,platform4,gene1,-0.27844094
148,platform5,gene1,1.054099348
148,platform6,gene1,-0.623058952
148,platform1,gene2,-0.178191822
148,platform2,gene2,-0.332385705
148,platform3,gene2,1.603883831
148,platform4,gene2,1.448821461
148,platform5,gene2,-1.05839965
148,platform6,gene2,0.436514338
148,platform1,gene3,-1.297201474
148,platform2,gene3,-0.82907343
148,platform3,gene3,-0.581611242
148,platform4,gene3,-0.847301809
148,platform5,gene3,0.228593292
148,platform6,gene3,-0.313185666
148,platform1,gene4,0.306202128
148,platform2,gene4,1.229637557
148,platform3,gene4,1.171102925
148,platform4,gene4,-2.071288645
148,platform5,gene4,-0.25441171
148,platform6,gene4,0.47639654
148,platform1,gene5,1.164835912
148,platform2,gene5,-0.570515444
148,platform3,gene5,0.127827929
148,platform4,gene5,1.63205863
148,platform5,gene5,0.19899387
148,platform6,gene5,1.875903068
148,platform1,gene6,-2.216755135
148,platform2,gene6,2.033877802
148,platform3,gene6,-2.374986142
148,platform4,gene6,1.13308271
148,platform5,gene6,1.063223161
148,platform6,gene6,-0.379907283
149,platform1,gene1,-0.331000594
149,platform2,gene1,0.355548082
149,platform3,gene1,0.169888599
149,platform4,gene1,0.239238594
149,platform5,gene1,1.314006562
149,platform6,gene1,0.229274977
149,platform1,gene2,-2.064255371
149,platform2,gene2,0.41627419
149,platform3,gene2,-0.322730603
149,platform4,gene2,0.842913529
149,platform5,gene2,-0.874938549
149,platform6,gene2,-0.250570214
149,platform1,gene3,-1.537883722
149,platform2,gene3,-1.483533812
149,platform3,gene3,-1.744738127
149,platform4,gene3,0.024235678
